code,weather_csv,rows,train_rows,test_rows,test_start,test_end,task,model,metric,calendar_score,both_score,gain,evaluation_wall_s,resolution_deg,scheme,capacity_layout,capacity_years,capacity_dir,run_id,workers,calendar_mae,both_mae,mae_reduction,era,era_label,source_model_results
es,data/country_weather_by_era/covid/weather_era5_es_capacity_2p0deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,0.7331941398997199,0.9349957130401786,0.2018015731404586,5.328318833024241,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
fr,data/country_weather_by_era/covid/weather_era5_fr_capacity_2p0deg.csv,17532,14025,3507,2021-08-07 16:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,,,,0.4986132499761879,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
gr,data/country_weather_by_era/covid/weather_era5_gr_capacity_2p0deg.csv,17538,14030,3508,2021-08-07 18:00:00+00:00,2021-12-31 21:00:00+00:00,classification,LogReg,auc,0.6948988555054071,0.9273397908291326,0.2324409353237255,5.0221585420076735,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
hr,data/country_weather_by_era/covid/weather_era5_hr_capacity_2p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,0.8521859156885896,0.909973609278422,0.0577876935898324,5.082901750050951,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ie,data/country_weather_by_era/covid/weather_era5_ie_capacity_2p0deg.csv,17235,13788,3447,2021-08-03 14:00:00+00:00,2021-12-31 23:00:00+00:00,classification,LogReg,auc,0.6518501278508062,0.9826809663987413,0.3308308385479349,4.522268833999988,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lt,data/country_weather_by_era/covid/weather_era5_lt_capacity_2p0deg.csv,17542,14033,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,classification,LogReg,auc,0.8506846515430206,0.9963008379317392,0.1456161863887185,4.373699207964819,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lv,data/country_weather_by_era/covid/weather_era5_lv_capacity_2p0deg.csv,17531,14024,3507,2021-08-07 16:00:00+00:00,2021-12-31 21:00:00+00:00,classification,LogReg,auc,0.8064592563679278,0.8102501452953944,0.0037908889274665,4.9117139159934595,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
nl,data/country_weather_by_era/covid/weather_era5_nl_capacity_2p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,,,,0.3760597499785945,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
pt,data/country_weather_by_era/covid/weather_era5_pt_capacity_2p0deg.csv,17544,14035,3509,2021-08-07 19:00:00+00:00,2021-12-31 23:00:00+00:00,classification,LogReg,auc,0.7708984124158149,0.9082553969911804,0.1373569845753655,5.148164041980635,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ro,data/country_weather_by_era/covid/weather_era5_ro_capacity_2p0deg.csv,17465,13972,3493,2021-08-07 23:00:00+00:00,2021-12-31 21:00:00+00:00,classification,LogReg,auc,0.3779077669256085,0.8889592133139682,0.5110514463883598,5.188183291989844,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
rs,data/country_weather_by_era/covid/weather_era5_rs_capacity_2p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,,,,0.4575579169904813,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
si,data/country_weather_by_era/covid/weather_era5_si_capacity_2p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,0.6493098365049584,0.5935808094344681,-0.0557290270704903,5.2199662500061095,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
sk,data/country_weather_by_era/covid/weather_era5_sk_capacity_2p0deg.csv,17521,14016,3505,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,LogReg,auc,,,,0.5369342920021154,2.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
at,data/country_weather_by_era/covid/weather_era5_at_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.7802498964376595,0.8733913826609774,0.0931414862233178,4.770152417011559,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
be,data/country_weather_by_era/covid/weather_era5_be_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.6852227408298175,0.9604029513075024,0.275180210477685,4.731248083990067,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
bg,data/country_weather_by_era/covid/weather_era5_bg_capacity_0p25deg.csv,17541,14032,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,,,,0.5330742920050398,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
cz,data/country_weather_by_era/covid/weather_era5_cz_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,0.5099879589979537,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
de,data/country_weather_by_era/covid/weather_era5_de_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.7178345058030768,0.976071244670171,0.2582367388670942,4.63103162497282,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
dk,data/country_weather_by_era/covid/weather_era5_dk_capacity_0p25deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.5915752606628126,0.9744511976201466,0.382875936957334,5.238850541994907,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
es,data/country_weather_by_era/covid/weather_era5_es_capacity_0p25deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.7057382260676124,0.9505118644509648,0.2447736383833525,4.781319625035394,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
fr,data/country_weather_by_era/covid/weather_era5_fr_capacity_0p25deg.csv,17532,14025,3507,2021-08-07 16:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,1.6137695409706794,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
gr,data/country_weather_by_era/covid/weather_era5_gr_capacity_0p25deg.csv,17538,14030,3508,2021-08-07 18:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,0.6475620468235352,0.9502368513112844,0.3026748044877493,4.699759291019291,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
hr,data/country_weather_by_era/covid/weather_era5_hr_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.8019150635460797,0.8951448017223418,0.0932297381762621,5.0896780409966595,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ie,data/country_weather_by_era/covid/weather_era5_ie_capacity_0p25deg.csv,17235,13788,3447,2021-08-03 14:00:00+00:00,2021-12-31 23:00:00+00:00,classification,RandForest,auc,0.6671334665737649,0.982290913091456,0.315157446517691,4.452663499978371,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lt,data/country_weather_by_era/covid/weather_era5_lt_capacity_0p25deg.csv,17542,14033,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,0.6358880032699775,0.9973635806253832,0.3614755773554057,4.344740541011561,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lv,data/country_weather_by_era/covid/weather_era5_lv_capacity_0p25deg.csv,17531,14024,3507,2021-08-07 16:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,0.8130436446877956,0.8165237254709566,0.003480080783161,4.829269415989984,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
nl,data/country_weather_by_era/covid/weather_era5_nl_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,0.37310275004711,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
pt,data/country_weather_by_era/covid/weather_era5_pt_capacity_0p25deg.csv,17544,14035,3509,2021-08-07 19:00:00+00:00,2021-12-31 23:00:00+00:00,classification,RandForest,auc,0.7542569109823478,0.9138141161329076,0.1595572051505599,5.190962875029072,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ro,data/country_weather_by_era/covid/weather_era5_ro_capacity_0p25deg.csv,17465,13972,3493,2021-08-07 23:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,0.4993517568521899,0.8777365454569682,0.3783847886047783,5.2478584999917075,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
rs,data/country_weather_by_era/covid/weather_era5_rs_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,0.4616895420476794,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
si,data/country_weather_by_era/covid/weather_era5_si_capacity_0p25deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.4352340748682212,0.436902528365943,0.0016684534977218,5.11185912496876,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
sk,data/country_weather_by_era/covid/weather_era5_sk_capacity_0p25deg.csv,17521,14016,3505,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,0.5246366250212304,0.25,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
at,data/country_weather_by_era/covid/weather_era5_at_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.7802498964376595,0.8778561269113118,0.0976062304736522,4.928450209030416,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
be,data/country_weather_by_era/covid/weather_era5_be_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.6852227408298175,0.949814524183193,0.2645917833533755,4.758783333003521,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
bg,data/country_weather_by_era/covid/weather_era5_bg_capacity_0p5deg.csv,17541,14032,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,,,,0.5122051250073127,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
cz,data/country_weather_by_era/covid/weather_era5_cz_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,0.485064709035214,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
de,data/country_weather_by_era/covid/weather_era5_de_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.7178345058030768,0.9758391586371936,0.2580046528341169,4.9656292499857955,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
dk,data/country_weather_by_era/covid/weather_era5_dk_capacity_0p5deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.5915752606628126,0.9741713010792872,0.3825960404164744,5.249339125002734,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
es,data/country_weather_by_era/covid/weather_era5_es_capacity_0p5deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.7057382260676124,0.9457895102727722,0.2400512842051598,5.210274250013754,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
fr,data/country_weather_by_era/covid/weather_era5_fr_capacity_0p5deg.csv,17532,14025,3507,2021-08-07 16:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,,,,0.5108279580017552,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
gr,data/country_weather_by_era/covid/weather_era5_gr_capacity_0p5deg.csv,17538,14030,3508,2021-08-07 18:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,0.6475620468235352,0.949408397420825,0.3018463505972897,4.9688474999857135,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
hr,data/country_weather_by_era/covid/weather_era5_hr_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,classification,RandForest,auc,0.8019150635460797,0.8891318841586221,0.0872168206125424,5.004471458029002,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ie,data/country_weather_by_era/covid/weather_era5_ie_capacity_0p5deg.csv,17235,13788,3447,2021-08-03 14:00:00+00:00,2021-12-31 23:00:00+00:00,classification,RandForest,auc,0.6671334665737649,0.9819385732716804,0.3148051066979155,4.4659467919846065,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lt,data/country_weather_by_era/covid/weather_era5_lt_capacity_0p5deg.csv,17542,14033,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,classification,RandForest,auc,0.6358880032699775,0.997414674024116,0.3615266707541384,4.233403499994893,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,,,,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
